medicago;soybean_id;soybean;lotus;faba;arabidopsis;maize
MtrunA17_Chr1g0148031;KRH16128;Glyma.14G134100;LotjaGi1g1v0393600;NA;NA;NA
MtrunA17_Chr1g0148041;KRH04981;Glyma.17G200200;LotjaGi5g1v0065800;Vfaba.Hedin2.R2.3g021894;AT4G31420.1;Zm00001eb226230_P001
MtrunA17_Chr1g0148061;KRH04822;Glyma.17G189500;LotjaGi1g1v0393300;Vfaba.Hedin2.R2.3g021896;AT4G31410.1;Zm00001eb273300_P001
MtrunA17_Chr1g0148121;KRH16116;Glyma.14G133600;LotjaGi5g1v0065700;Vfaba.Hedin2.R2.3g021897;AT4G31390.1;Zm00001eb168450_P001
MtrunA17_Chr1g0148121;KRH16117;Glyma.14G133600;LotjaGi5g1v0065700;Vfaba.Hedin2.R2.3g021897;AT4G31390.1;Zm00001eb168450_P001
MtrunA17_Chr1g0148131;KRH05015;Glyma.17G202200;LotjaGi1g1v0393200;Vfaba.Hedin2.R2.3g021899;AT2G24490.1;Zm00001eb259380_P002
MtrunA17_Chr1g0148141;KRH05014;Glyma.17G202100;LotjaGi5g1v0065100;Vfaba.Hedin2.R2.3g021901;AT5G10625.1;Zm00001eb142230_P001
MtrunA17_Chr1g0148231;KRH16112;Glyma.14G133200;LotjaGi5g1v0065000;Vfaba.Hedin2.R2.3g021902;AT2G24450.1;Zm00001eb236720_P001
MtrunA17_Chr1g0148241;KRH16109;Glyma.14G133000;LotjaGi5g1v0064800;Vfaba.Hedin2.R2.3g021913;NA;NA
MtrunA17_Chr1g0148241;KRH16110;Glyma.14G133000;LotjaGi5g1v0064800;Vfaba.Hedin2.R2.3g021913;NA;NA
MtrunA17_Chr1g0148251;KRH05007;Glyma.17G201600;LotjaGi5g1v0064700;Vfaba.Hedin2.R2.3g021912;AT5G19940.1;Zm00001eb071430_P001
MtrunA17_Chr1g0148261;KRH16106;Glyma.14G132800;LotjaGi5g1v0064600;Vfaba.Hedin2.R2.3g021911;AT5G10620.1;Zm00001eb071440_P001
MtrunA17_Chr1g0148281;KRH20730;Glyma.13G197400;LotjaGi3g1v0319200;Vfaba.Hedin2.R2.3g021908;AT5G24830.1;NA
MtrunA17_Chr1g0148281;KRH20731;Glyma.13G197400;LotjaGi3g1v0319200;Vfaba.Hedin2.R2.3g021908;AT5G24830.1;NA
MtrunA17_Chr1g0148281;KRH20732;Glyma.13G197400;LotjaGi3g1v0319200;Vfaba.Hedin2.R2.3g021908;AT5G24830.1;NA
MtrunA17_Chr1g0148281;KRH20733;Glyma.13G197400;LotjaGi3g1v0319200;Vfaba.Hedin2.R2.3g021908;AT5G24830.1;NA
MtrunA17_Chr1g0148281;KRH20734;Glyma.13G197400;LotjaGi3g1v0319200;Vfaba.Hedin2.R2.3g021908;AT5G24830.1;NA
MtrunA17_Chr1g0148341;KRH04991;Glyma.17G200900;LotjaGi1g1v0797500;Vfaba.Hedin2.R2.3g021915;NA;NA
MtrunA17_Chr1g0148351;KRH16101;Glyma.14G132300;LotjaGi5g1v0064000;Vfaba.Hedin2.R2.3g021916;AT5G10910.1;Zm00001eb231840_P004
MtrunA17_Chr1g0148361;KRH04986;Glyma.17G200700;LotjaGi5g1v0063900;Vfaba.Hedin2.R2.3g021917;AT4G31115.1;Zm00001eb035450_P002
MtrunA17_Chr1g0148371;KRH16096;Glyma.14G131900;LotjaGi1g1v0797800;Vfaba.Hedin2.R2.3g021918;AT3G49601.1;Zm00001eb204710_P001
MtrunA17_Chr1g0148371;KRH16097;Glyma.14G131900;LotjaGi1g1v0797800;Vfaba.Hedin2.R2.3g021918;AT3G49601.1;Zm00001eb204710_P001
MtrunA17_Chr1g0148391;KRH16089;Glyma.14G131300;LotjaGi5g1v0063800;NA;NA;NA
MtrunA17_Chr1g0148401;KRH16086;Glyma.14G131200;LotjaGi5g1v0063700;Vfaba.Hedin2.R2.3g021922;AT4G31150.1;Zm00001eb274410_P002
MtrunA17_Chr1g0148451;KRH16068;Glyma.14G130000;LotjaGi3g1v0116600;Vfaba.Hedin2.R2.3g021929;AT2G25680.1;NA
MtrunA17_Chr1g0148531;KRH05035;Glyma.17G203600;LotjaGi5g1v0063400;Vfaba.Hedin2.R2.3g021936;AT4G32630.1;NA
MtrunA17_Chr1g0148541;KRH05052;Glyma.17G204300;LotjaGi5g1v0063300;Vfaba.Hedin2.R2.3g021937;AT4G32620.1;Zm00001eb337050_P001
MtrunA17_Chr1g0148541;KRH05053;Glyma.17G204300;LotjaGi5g1v0063300;Vfaba.Hedin2.R2.3g021937;AT4G32620.1;Zm00001eb337050_P001
MtrunA17_Chr1g0148561;RCW18925;Glyma.17G204000;LotjaGi1g1v0389900_LC;Vfaba.Hedin2.R2.3g021939;AT2G25660.1;Zm00001eb122270_P001
MtrunA17_Chr1g0148571;KRH16049;Glyma.14G129200;LotjaGi5g1v0063100;Vfaba.Hedin2.R2.3g021940;AT5G11440.1;NA
MtrunA17_Chr1g0148571;KRH16050;Glyma.14G129200;LotjaGi5g1v0063100;Vfaba.Hedin2.R2.3g021940;AT5G11440.1;NA
MtrunA17_Chr1g0148571;KRH16051;Glyma.14G129200;LotjaGi5g1v0063100;Vfaba.Hedin2.R2.3g021940;AT5G11440.1;NA
MtrunA17_Chr1g0148571;KRH16052;Glyma.14G129200;LotjaGi5g1v0063100;Vfaba.Hedin2.R2.3g021940;AT5G11440.1;NA
MtrunA17_Chr1g0148571;KRH16053;Glyma.14G129200;LotjaGi5g1v0063100;Vfaba.Hedin2.R2.3g021940;AT5G11440.1;NA
MtrunA17_Chr1g0148631;KRH16047;Glyma.14G129100;LotjaGi1g1v0389500;Vfaba.Hedin2.R2.3g021941;AT4G32600.1;Zm00001eb257360_P001
MtrunA17_Chr1g0148631;KRH16048;Glyma.14G129100;LotjaGi1g1v0389500;Vfaba.Hedin2.R2.3g021941;AT4G32600.1;Zm00001eb257360_P001
MtrunA17_Chr1g0148671;KRH16045;Glyma.14G128900;LotjaGi5g1v0062800;Vfaba.Hedin2.R2.3g021942;AT5G25510.1;Zm00001eb295170_P001
MtrunA17_Chr1g0148731;KRH05069;Glyma.17G205000;LotjaGi5g1v0062700;Vfaba.Hedin2.R2.3g021944;AT4G32590.1;Zm00001eb295180_P001
MtrunA17_Chr1g0148741;KRH05070;Glyma.17G205100;LotjaGi4g1v0003400;Vfaba.Hedin2.R2.3g021945;AT5G11310.1;Zm00001eb226800_P001
MtrunA17_Chr1g0148771;KRH05073;Glyma.17G205300;LotjaGi1g1v0388600;Vfaba.Hedin2.R2.3g021946;NA;NA
MtrunA17_Chr1g0148781;KRH61838;Glyma.04G070500;LotjaGi1g1v0388400;Vfaba.Hedin2.R2.3g021948;NA;NA
MtrunA17_Chr1g0148791;KRH05081;Glyma.17G205700;LotjaGi5g1v0062500;Vfaba.Hedin2.R2.3g021949;NA;NA
MtrunA17_Chr1g0148791;KRH05082;Glyma.17G205700;LotjaGi5g1v0062500;Vfaba.Hedin2.R2.3g021949;NA;NA
MtrunA17_Chr1g0148801;KRH05083;Glyma.17G205800;LotjaGi5g1v0062400;Vfaba.Hedin2.R2.3g021950;AT5G11320.1;NA
MtrunA17_Chr1g0148841;KRH16029;Glyma.14G127800;LotjaGi5g1v0062200;Vfaba.Hedin2.R2.3g021954;NA;NA
MtrunA17_Chr1g0148851;KRH05089;Glyma.17G206400;NA;Vfaba.Hedin2.R2.3g021955;AT4G29250.1;NA
MtrunA17_Chr1g0148881;KRH05092;Glyma.17G206700;LotjaGi5g1v0061700;Vfaba.Hedin2.R2.3g021957;AT5G11330.1;Zm00001eb385840_P001
MtrunA17_Chr1g0148921;KRH16019;Glyma.14G126800;LotjaGi5g1v0061600;Vfaba.Hedin2.R2.3g021958;AT5G11350.1;NA
MtrunA17_Chr1g0148951;KRH05097;Glyma.17G207100;LotjaGi1g1v0387400;Vfaba.Hedin2.R2.3g021960;AT1G52740.1;NA
MtrunA17_Chr1g0148951;KRH63015;Glyma.04G149200;LotjaGi1g1v0387400;NA;NA;NA
MtrunA17_Chr1g0148961;KRH05097;Glyma.17G207100;NA;Vfaba.Hedin2.R2.3g021960;AT1G52740.1;NA
MtrunA17_Chr1g0148961;KRH63015;Glyma.04G149200;NA;NA;NA;NA
MtrunA17_Chr1g0148971;KRH05103;Glyma.17G207700;NA;NA;NA;NA
MtrunA17_Chr1g0148991;KRH05106;Glyma.17G208000;LotjaGi1g1v0750600;Vfaba.Hedin2.R2.3g021965;AT5G25450.1;Zm00001eb212550_P001
MtrunA17_Chr1g0149051;KRH05109;Glyma.17G208200;LotjaGi1g1v0386800;Vfaba.Hedin2.R2.3g022027;AT5G11420.1;Zm00001eb235330_P001
MtrunA17_Chr1g0149101;KRH05121;Glyma.17G208500;LotjaGi2g1v0269400_LC;Vfaba.Hedin2.R2.3g022025;NA;NA
MtrunA17_Chr1g0149101;KRH05122;Glyma.17G208500;LotjaGi2g1v0269400_LC;Vfaba.Hedin2.R2.3g022025;NA;NA
MtrunA17_Chr1g0149111;KRH05133;Glyma.17G209500;LotjaGi5g1v0061000;Vfaba.Hedin2.R2.3g022024;AT4G32400.1;Zm00001eb345770_P001
MtrunA17_Chr1g0149221;KRH05135;Glyma.17G209600;LotjaGi5g1v0060900;Vfaba.Hedin2.R2.3g022023;AT2G25530.1;Zm00001eb064690_P003
MtrunA17_Chr1g0149231;KRH05148;Glyma.17G209700;LotjaGi4g1v0276700;Vfaba.Hedin2.R2.3g022022;NA;Zm00001eb211680_P001
MtrunA17_Chr1g0149231;KRH05149;Glyma.17G209700;LotjaGi4g1v0276700;Vfaba.Hedin2.R2.3g022022;NA;Zm00001eb211680_P001
MtrunA17_Chr1g0149271;KRH05152;Glyma.17G210000;LotjaGi5g1v0060500;Vfaba.Hedin2.R2.3g022001;NA;NA
MtrunA17_Chr1g0149301;KRH52450;Glyma.06G069000;LotjaGi5g1v0060400;NA;NA;NA
MtrunA17_Chr1g0149351;KRH15886;Glyma.14G116800;LotjaGi1g1v0383800;Vfaba.Hedin2.R2.3g022006;AT2G25490.1;Zm00001eb205780_P001
MtrunA17_Chr1g0149361;KRH05168;Glyma.17G211100;LotjaGi5g1v0059900;Vfaba.Hedin2.R2.3g022008;AT4G32330.2;Zm00001eb386490_P001
MtrunA17_Chr1g0149361;KRH05169;Glyma.17G211100;LotjaGi5g1v0059900;Vfaba.Hedin2.R2.3g022008;AT4G32330.2;Zm00001eb386490_P001
MtrunA17_Chr1g0149361;KRH05170;Glyma.17G211100;LotjaGi5g1v0059900;Vfaba.Hedin2.R2.3g022008;AT4G32330.2;Zm00001eb386490_P001
MtrunA17_Chr1g0149371;KRG89228;Glyma.20G009400;LotjaGi2g1v0008800;Vfaba.Hedin2.R2.3g021449;AT2G19940.1;Zm00001eb051410_P001
MtrunA17_Chr1g0149381;KRH05175;Glyma.17G211200;NA;Vfaba.Hedin2.R2.3g022009;NA;Zm00001eb382120_P001
MtrunA17_Chr1g0149401;KRH05178;Glyma.17G211500;LotjaGi1g1v0382700;Vfaba.Hedin2.R2.3g022011;AT4G32272.1;Zm00001eb184620_P002
MtrunA17_Chr1g0149411;KRH15877;Glyma.14G116100;LotjaGi1g1v0382600;Vfaba.Hedin2.R2.3g022012;AT4G32270.1;NA
MtrunA17_Chr1g0149451;RCW18930;Glyma.17G211700;LotjaGi5g1v0059500;Vfaba.Hedin2.R2.3g022014;AT4G32250.1;Zm00001eb387270_P001
MtrunA17_Chr1g0149461;KRH05183;Glyma.17G211900;LotjaGi5g1v0059400;Vfaba.Hedin2.R2.3g022015;AT4G32190.1;Zm00001eb206500_P001
MtrunA17_Chr1g0149471;KRH52413;Glyma.06G067000;NA;Vfaba.Hedin2.R2.3g021993;NA;NA
MtrunA17_Chr1g0149511;KRH52408;Glyma.06G066500;LotjaGi5g1v0059100;NA;NA;NA
MtrunA17_Chr1g0149521;KRH15832;Glyma.14G113900;LotjaGi5g1v0058400;Vfaba.Hedin2.R2.3g021983;AT4G32120.1;Zm00001eb375130_P001
MtrunA17_Chr1g0149551;KRH15830;Glyma.14G113800;LotjaGi5g1v0058200;Vfaba.Hedin2.R2.3g021982;AT2G25280.1;Zm00001eb362830_P003
MtrunA17_Chr1g0149561;KRH61724;Glyma.04G064900;LotjaGi5g1v0058100;Vfaba.Hedin2.R2.3g021981;NA;NA
MtrunA17_Chr1g0149571;KRH05204;Glyma.17G213600;LotjaGi5g1v0058000;Vfaba.Hedin2.R2.3g021980;AT4G32060.1;NA
MtrunA17_Chr1g0149581;KRH05241;Glyma.17G215200;LotjaGi5g1v0057600;NA;NA;NA
MtrunA17_Chr1g0149581;KRH15816;Glyma.14G112700;LotjaGi5g1v0057600;NA;NA;NA
MtrunA17_Chr1g0149621;KRH05243;Glyma.17G215300;LotjaGi5g1v0057500;NA;NA;NA
MtrunA17_Chr1g0149621;KRH15812;Glyma.14G112600;LotjaGi5g1v0057500;Vfaba.Hedin2.R2.3g021976;AT5G25265.1;Zm00001eb374910_P001
MtrunA17_Chr1g0149641;KRH15811;Glyma.14G112500;LotjaGi5g1v0057400;Vfaba.Hedin2.R2.3g021975;AT5G35090.1;NA
MtrunA17_Chr1g0149651;KRH61712;Glyma.04G064100;LotjaGi1g1v0380300;Vfaba.Hedin2.R2.3g021974;AT5G25220.2;Zm00001eb386830_P001
MtrunA17_Chr1g0149661;KRH05248;Glyma.17G215700;LotjaGi5g1v0057100;Vfaba.Hedin2.R2.3g021972;AT5G11040.1;Zm00001eb078140_P001
MtrunA17_Chr1g0149711;KRH15802;Glyma.14G111900;LotjaGi1g1v0379800;Vfaba.Hedin2.R2.3g021968;AT4G32000.2;Zm00001eb386750_P004
MtrunA17_Chr1g0149711;KRH15803;Glyma.14G111900;LotjaGi1g1v0379800;Vfaba.Hedin2.R2.3g021968;AT4G32000.2;Zm00001eb386750_P004
MtrunA17_Chr1g0149711;KRH15798;Glyma.14G111900;LotjaGi1g1v0379800;Vfaba.Hedin2.R2.3g021968;AT4G32000.2;Zm00001eb386750_P004
MtrunA17_Chr1g0149711;KRH15799;Glyma.14G111900;LotjaGi1g1v0379800;Vfaba.Hedin2.R2.3g021968;AT4G32000.2;Zm00001eb386750_P004
MtrunA17_Chr1g0149721;KRH05255;Glyma.17G216000;LotjaGi2g1v0316700_LC;Vfaba.Hedin2.R2.3g021967;AT4G31990.1;Zm00001eb257910_P001
MtrunA17_Chr1g0149721;KRH05256;Glyma.17G216000;LotjaGi2g1v0316700_LC;Vfaba.Hedin2.R2.3g021967;AT4G31990.1;Zm00001eb257910_P001
MtrunA17_Chr1g0149761;KRH12895;Glyma.15G202800;NA;Vfaba.Hedin2.R2.2g014170;AT4G31985.1;NA
MtrunA17_Chr1g0149761;KRH37867;Glyma.09G094800;NA;Vfaba.Hedin2.R2.2g014170;AT4G31985.1;NA
MtrunA17_Chr1g0149761;KRH52367;Glyma.06G064100;NA;Vfaba.Hedin2.R2.2g014170;AT4G31985.1;NA
MtrunA17_Chr1g0149761;KRH61699;Glyma.04G063000;NA;Vfaba.Hedin2.R2.2g014170;AT4G31985.1;NA
MtrunA17_Chr1g0149791;KRH05264;Glyma.17G216600;LotjaGi1g1v0379200;Vfaba.Hedin2.R2.3g022032;NA;NA
MtrunA17_Chr1g0149801;KRH05266;Glyma.17G216700;LotjaGi5g1v0055500;Vfaba.Hedin2.R2.3g022033;AT4G31930.1;Zm00001eb104560_P001
MtrunA17_Chr1g0149801;KRH05267;Glyma.17G216700;LotjaGi5g1v0055500;Vfaba.Hedin2.R2.3g022033;AT4G31930.1;Zm00001eb104560_P001
MtrunA17_Chr1g0149801;KRH05268;Glyma.17G216700;LotjaGi5g1v0055500;Vfaba.Hedin2.R2.3g022033;AT4G31930.1;Zm00001eb104560_P001
MtrunA17_Chr1g0149811;KRH61695;Glyma.04G062600;LotjaGi5g1v0055400;NA;NA;NA
MtrunA17_Chr1g0149811;KRH15782;Glyma.14G110900;LotjaGi5g1v0055400;Vfaba.Hedin2.R2.3g022034;NA;NA
MtrunA17_Chr1g0149821;KRH05272;Glyma.17G217000;LotjaGi5g1v0054700;Vfaba.Hedin2.R2.3g022036;NA;Zm00001eb169950_P002
MtrunA17_Chr1g0149941;KRH05284;Glyma.17G218000;LotjaGi5g1v0054900;Vfaba.Hedin2.R2.3g022041;AT4G31890.1;Zm00001eb312830_P001
MtrunA17_Chr1g0149941;KRH05285;Glyma.17G218000;LotjaGi5g1v0054900;Vfaba.Hedin2.R2.3g022041;AT4G31890.1;Zm00001eb312830_P001
MtrunA17_Chr1g0149941;KRH05286;Glyma.17G218000;LotjaGi5g1v0054900;Vfaba.Hedin2.R2.3g022041;AT4G31890.1;Zm00001eb312830_P001
MtrunA17_Chr1g0149951;KRH45983;Glyma.08G304400;LotjaGi2g1v0238600;Vfaba.Hedin2.R2.3g022043;AT5G27110.1;NA
MtrunA17_Chr1g0149961;KRH05288;Glyma.17G218200;LotjaGi5g1v0054400;Vfaba.Hedin2.R2.3g022045;NA;NA
MtrunA17_Chr1g0149971;KRH52349;Glyma.06G062800;LotjaGi1g1v0099300;NA;NA;NA
MtrunA17_Chr1g0149991;KRH15753;Glyma.14G109000;LotjaGi5g1v0054200;Vfaba.Hedin2.R2.3g022048;AT5G10790.1;NA
MtrunA17_Chr1g0150001;KRH05291;Glyma.17G218400;LotjaGi1g1v0376000;Vfaba.Hedin2.R2.3g022049;AT5G25050.1;Zm00001eb374450_P001
MtrunA17_Chr1g0150011;KRH05293;Glyma.17G218500;LotjaGi5g1v0054000;Vfaba.Hedin2.R2.3g022050;NA;NA
MtrunA17_Chr1g0150021;KRH05385;Glyma.17G224100;LotjaGi5g1v0053900;NA;NA;NA
MtrunA17_Chr1g0150061;KRH05382;Glyma.17G223900;LotjaGi5g1v0053300;Vfaba.Hedin2.R2.3g022053;AT2G25080.1;Zm00001eb278300_P001
MtrunA17_Chr1g0150111;KRH05378;Glyma.17G223600;LotjaGi5g1v0052700;Vfaba.Hedin2.R2.3g022063;AT4G31180.1;Zm00001eb338990_P001
MtrunA17_Chr1g0150121;KRH15640;Glyma.14G101700;LotjaGi5g1v0052600;Vfaba.Hedin2.R2.3g022064;NA;NA
MtrunA17_Chr1g0150141;KRH05375;Glyma.17G223300;LotjaGi1g1v0255800;Vfaba.Hedin2.R2.3g022066;AT4G31830.1;Zm00001eb095580_P001
MtrunA17_Chr1g0150151;KRH46524;Glyma.08G339700;LotjaGi1g1v0605600;Vfaba.Hedin2.R2.3g022069;NA;NA
MtrunA17_Chr1g0150181;KRH05374;Glyma.17G223200;LotjaGi4g1v0288100;NA;NA;NA
MtrunA17_Chr1g0150181;KRH15643;Glyma.14G102000;LotjaGi4g1v0288100;NA;NA;NA
MtrunA17_Chr1g0150191;KRH05372;Glyma.17G223000;LotjaGi5g1v0051900;Vfaba.Hedin2.R2.3g022072;AT4G31820.1;Zm00001eb313010_P001
MtrunA17_Chr1g0150221;KRH05367;Glyma.17G222800;LotjaGi5g1v0051800;Vfaba.Hedin2.R2.3g022073;AT4G31810.1;NA
MtrunA17_Chr1g0150221;KRH05368;Glyma.17G222800;LotjaGi5g1v0051800;Vfaba.Hedin2.R2.3g022073;AT4G31810.1;NA
MtrunA17_Chr1g0150221;KRH05369;Glyma.17G222800;LotjaGi5g1v0051800;Vfaba.Hedin2.R2.3g022073;AT4G31810.1;NA
MtrunA17_Chr1g0150221;KRH05370;Glyma.17G222800;LotjaGi5g1v0051800;Vfaba.Hedin2.R2.3g022073;AT4G31810.1;NA
MtrunA17_Chr1g0150241;KRH15652;Glyma.14G102700;LotjaGi5g1v0051600;NA;NA;NA
MtrunA17_Chr1g0150241;KRH15651;Glyma.14G102700;LotjaGi5g1v0051600;NA;NA;NA
MtrunA17_Chr1g0150261;KRH05363;Glyma.17G222600;LotjaGi2g1v0341400;Vfaba.Hedin2.R2.3g022075;AT2G25050.1;Zm00001eb176750_P001
MtrunA17_Chr1g0150271;KRH05362;Glyma.17G222500;LotjaGi5g1v0051100;NA;NA;NA
MtrunA17_Chr1g0150281;KRH15674;Glyma.14G103100;LotjaGi5g1v0051000;Vfaba.Hedin2.R2.3g022077;NA;NA
MtrunA17_Chr1g0150291;KRH05150;Glyma.17G209800;NA;Vfaba.Hedin2.R2.3g022019;NA;NA
MtrunA17_Chr1g0150321;KRH52332;Glyma.06G062100;LotjaGi1g1v0301900_LC;Vfaba.Hedin2.R2.3g022083;AT5G25110.1;Zm00001eb312900_P001
MtrunA17_Chr1g0150371;KRH05341;Glyma.17G221700;LotjaGi5g1v0050600;Vfaba.Hedin2.R2.3g022086;AT2G24970.1;Zm00001eb192560_P001
MtrunA17_Chr1g0150441;KRH15693;Glyma.14G104600;NA;NA;NA;NA
MtrunA17_Chr1g0150451;KRH05334;Glyma.17G221100;LotjaGi1g1v0375200;Vfaba.Hedin2.R2.3g022097;AT4G31750.1;Zm00001eb067610_P001
MtrunA17_Chr1g0150451;KRH05335;Glyma.17G221100;LotjaGi1g1v0375200;Vfaba.Hedin2.R2.3g022097;AT4G31750.1;Zm00001eb067610_P001
MtrunA17_Chr1g0150481;KRH51725;Glyma.06G025600;LotjaGi1g1v0427000;Vfaba.Hedin2.R2.2g015728;AT5G39600.1;NA
MtrunA17_Chr1g0150511;KRH05331;Glyma.17G220800;LotjaGi5g1v0050100;Vfaba.Hedin2.R2.3g022099;AT5G10720.1;Zm00001eb274910_P001
MtrunA17_Chr1g0150541;KRH05329;Glyma.17G220700;LotjaGi1g1v0373600;Vfaba.Hedin2.R2.3g022107;AT2G24640.1;Zm00001eb274940_P001
MtrunA17_Chr1g0150551;KRH39821;Glyma.09G222800;LotjaGi2g1v0263300_LC;Vfaba.Hedin2.R2.3g022109;AT1G64970.1;Zm00001eb251860_P001
MtrunA17_Chr1g0150561;KRH05328;Glyma.17G220600;LotjaGi1g1v0373500;Vfaba.Hedin2.R2.3g022110;AT4G33160.1;Zm00001eb019390_P001
MtrunA17_Chr1g0150571;KRH15709;Glyma.14G105900;LotjaGi5g1v0049500;Vfaba.Hedin2.R2.3g022111;AT5G20910.1;Zm00001eb099970_P001
MtrunA17_Chr1g0150581;KRH15710;Glyma.14G106000;LotjaGi5g1v0049300;Vfaba.Hedin2.R2.3g022112;AT2G17970.1;Zm00001eb377750_P001
MtrunA17_Chr1g0150601;KRH05324;Glyma.17G220200;LotjaGi5g1v0049200;Vfaba.Hedin2.R2.3g022123;AT3G43540.1;Zm00001eb313900_P004
MtrunA17_Chr1g0150621;KRH52285;Glyma.06G058600;LotjaGi1g1v0373300;NA;NA;NA
MtrunA17_Chr1g0150661;KRH15713;Glyma.14G106200;NA;Vfaba.Hedin2.R2.3g022120;NA;Zm00001eb040530_P001
MtrunA17_Chr1g0150701;KRH05314;Glyma.17G219600;LotjaGi1g1v0372100;Vfaba.Hedin2.R2.3g022118;AT2G26280.1;Zm00001eb278590_P002
MtrunA17_Chr1g0150701;KRH05315;Glyma.17G219600;LotjaGi1g1v0372100;Vfaba.Hedin2.R2.3g022118;AT2G26280.1;Zm00001eb278590_P002
MtrunA17_Chr1g0150711;KRH05312;Glyma.17G219500;LotjaGi5g1v0048600;Vfaba.Hedin2.R2.3g022127;NA;NA
MtrunA17_Chr1g0150711;KRH05313;Glyma.17G219500;LotjaGi5g1v0048600;Vfaba.Hedin2.R2.3g022127;NA;NA
MtrunA17_Chr1g0150721;KRH05311;Glyma.17G219400;NA;NA;NA;NA
MtrunA17_Chr1g0150731;KRH05310;Glyma.17G219300;LotjaGi5g1v0048500;Vfaba.Hedin2.R2.3g022132;AT1G48270.1;Zm00001eb278600_P002
MtrunA17_Chr1g0150741;KRH05309;Glyma.17G219200;LotjaGi5g1v0048400;Vfaba.Hedin2.R2.3g022133;NA;NA
MtrunA17_Chr1g0150751;KRH05307;Glyma.17G219000;NA;Vfaba.Hedin2.R2.3g022134;AT5G11990.1;NA
MtrunA17_Chr1g0150761;KRH15730;Glyma.14G107600;LotjaGi5g1v0048300;Vfaba.Hedin2.R2.3g022135;NA;NA
MtrunA17_Chr1g0150781;KRH05300;Glyma.17G218700;LotjaGi5g1v0048000;Vfaba.Hedin2.R2.3g022140;NA;Zm00001eb297300_P003
MtrunA17_Chr1g0150791;KRH05392;Glyma.17G224700;LotjaGi5g1v0047900;Vfaba.Hedin2.R2.3g022141;AT5G26160.1;NA
MtrunA17_Chr1g0150791;KRH15623;Glyma.14G100200;LotjaGi5g1v0047900;NA;NA;NA
MtrunA17_Chr1g0150791;KRH15624;Glyma.14G100200;LotjaGi5g1v0047900;NA;NA;NA
MtrunA17_Chr1g0150801;KRH05395;Glyma.17G224800;LotjaGi5g1v0047800;NA;NA;NA
MtrunA17_Chr1g0150811;KRH05398;Glyma.17G224900;LotjaGi1g1v0369300;Vfaba.Hedin2.R2.3g022172;NA;NA
MtrunA17_Chr1g0150811;KRH15621;Glyma.14G100000;LotjaGi1g1v0369300;Vfaba.Hedin2.R2.3g022153;NA;Zm00001eb121900_P001
MtrunA17_Chr1g0150821;KRH15616;Glyma.14G099700;LotjaGi5g1v0047100;NA;NA;NA
MtrunA17_Chr1g0150851;KRH05406;Glyma.17G225500;LotjaGi5g1v0046400;Vfaba.Hedin2.R2.3g022159;AT5G19530.1;NA
MtrunA17_Chr1g0150851;KRH15610;Glyma.14G099200;LotjaGi5g1v0046400;NA;NA;NA
MtrunA17_Chr1g0150921;KRH15609;Glyma.14G099100;LotjaGi5g1v0046000;Vfaba.Hedin2.R2.3g022160;AT2G26350.1;Zm00001eb108960_P003
MtrunA17_Chr1g0150941;KRH15608;Glyma.14G099000;LotjaGi5g1v0046100;Vfaba.Hedin2.R2.3g022162;AT5G21482.1;Zm00001eb040280_P001
MtrunA17_Chr1g0150971;KRH15607;Glyma.14G098900;LotjaGi5g1v0045900;Vfaba.Hedin2.R2.3g022167;AT4G33210.1;Zm00001eb223490_P002
MtrunA17_Chr1g0151011;KRH05412;Glyma.17G225900;LotjaGi1g1v0371100;NA;NA;NA
MtrunA17_Chr1g0151021;KRH05090;Glyma.17G206500;NA;NA;NA;NA
MtrunA17_Chr1g0151021;KRH16028;Glyma.14G127700;NA;NA;NA;NA
MtrunA17_Chr1g0151041;KRH05414;Glyma.17G226100;LotjaGi5g1v0045400;Vfaba.Hedin2.R2.3g022169;AT2G26330.1;Zm00001eb278640_P001
MtrunA17_Chr1g0151041;KRH05415;Glyma.17G226100;LotjaGi5g1v0045400;Vfaba.Hedin2.R2.3g022169;AT2G26330.1;Zm00001eb278640_P001
MtrunA17_Chr1g0151051;KRH15602;Glyma.14G098500;NA;Vfaba.Hedin2.R2.3g022170;NA;NA
MtrunA17_Chr1g0151061;KRH15597;Glyma.14G098300;LotjaGi5g1v0045300;Vfaba.Hedin2.R2.3g022171;AT4G33200.1;NA
MtrunA17_Chr1g0151071;KRH15596;Glyma.14G098200;LotjaGi5g1v0045200;Vfaba.Hedin2.R2.3g022174;AT5G21940.1;Zm00001eb040380_P002
MtrunA17_Chr1g0151081;KRH05421;Glyma.17G226600;LotjaGi5g1v0045100;Vfaba.Hedin2.R2.3g022176;AT2G26310.1;Zm00001eb256920_P001
MtrunA17_Chr1g0151141;KRH05424;Glyma.17G226700;LotjaGi5g1v0045000;Vfaba.Hedin2.R2.3g022189;NA;NA
MtrunA17_Chr1g0151141;KRH05422;Glyma.17G226700;LotjaGi5g1v0045000;Vfaba.Hedin2.R2.3g022189;NA;NA
MtrunA17_Chr1g0151141;KRH05423;Glyma.17G226700;LotjaGi5g1v0045000;Vfaba.Hedin2.R2.3g022189;NA;NA
MtrunA17_Chr1g0151151;KRH15587;Glyma.14G097800;LotjaGi5g1v0044800;Vfaba.Hedin2.R2.3g022190;AT2G26200.1;Zm00001eb003510_P004
